region,Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,location_word,lat,long,in_the_box,in_shapefile,in_reg
Phil,1937-0007-PHL,1937,0007,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1937,11,15,1937,11,15,231,NA,NA,NA,NA,NA,NA,NA,5.6356801629591,mindoro,12.9304,121.0947,TRUE,FALSE,FALSE
Phil,1938-0006-PHL,1938,0006,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1938,12,4,1938,12,4,305,NA,NA,NA,NA,NA,NA,NA,5.518270159564,samar,11.93353,125.03403,TRUE,TRUE,TRUE
Phil,1938-0006-PHL,1938,0006,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1938,12,4,1938,12,4,305,NA,NA,NA,NA,NA,NA,NA,5.518270159564,south luzon,16,121,TRUE,FALSE,FALSE
Phil,1940-0013-PHL,1940,0013,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1940,12,3,1940,12,3,73,NA,NA,NA,NA,NA,NA,NA,5.4921790476985,cant,NA,NA,NA,NA,NA
Phil,1940-0013-PHL,1940,0013,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1940,12,3,1940,12,3,73,NA,NA,NA,NA,NA,NA,NA,5.4921790476985,uanes,NA,NA,NA,NA,NA
Phil,1940-0013-PHL,1940,0013,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1940,12,3,1940,12,3,73,NA,NA,NA,NA,NA,NA,NA,5.4921790476985,bondoc,13.4367,122.5569,TRUE,FALSE,FALSE
Phil,1949-0014-PHL,1949,0014,Natural,Meteorological,Storm,Tropical cyclone,NA,Rena,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1949,10,31,1949,10,31,1000,NA,NA,NA,NA,NA,NA,NA,9.3275724919345,cebu,10.31672,123.89071,TRUE,FALSE,FALSE
Phil,1949-0014-PHL,1949,0014,Natural,Meteorological,Storm,Tropical cyclone,NA,Rena,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1949,10,31,1949,10,31,1000,NA,NA,NA,NA,NA,NA,NA,9.3275724919345,negros,9.82646,122.90234,TRUE,FALSE,FALSE
Phil,1949-0014-PHL,1949,0014,Natural,Meteorological,Storm,Tropical cyclone,NA,Rena,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1949,10,31,1949,10,31,1000,NA,NA,NA,NA,NA,NA,NA,9.3275724919345,panay,11.17227,122.47408,TRUE,FALSE,FALSE
Phil,1951-0011-PHL,1951,0011,Natural,Meteorological,Storm,Tropical cyclone,NA,Iris,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1951,4,24,1951,4,24,156,NA,NA,NA,NA,NA,NA,NA,10.1755336275649,samar,11.93353,125.03403,TRUE,TRUE,TRUE
Phil,1951-0011-PHL,1951,0011,Natural,Meteorological,Storm,Tropical cyclone,NA,Iris,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1951,4,24,1951,4,24,156,NA,NA,NA,NA,NA,NA,NA,10.1755336275649,south luzon,16,121,TRUE,FALSE,FALSE
Phil,1951-0021-PHL,1951,0021,Natural,Meteorological,Storm,Tropical cyclone,NA,Wanda,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1951,11,15,1951,11,15,87,NA,NA,NA,NA,NA,NA,NA,10.1755336275649,visayas,10.31672,123.89071,TRUE,FALSE,FALSE
Phil,1951-0021-PHL,1951,0021,Natural,Meteorological,Storm,Tropical cyclone,NA,Wanda,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1951,11,15,1951,11,15,87,NA,NA,NA,NA,NA,NA,NA,10.1755336275649,bicol,13.31389,123.56389,TRUE,TRUE,TRUE
Phil,1951-0024-PHL,1951,0024,Natural,Meteorological,Storm,Tropical cyclone,NA,Amy,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1951,12,9,1951,12,9,569,NA,60000,NA,60000,NA,NA,NA,10.1755336275649,central,7.07306,125.61278,TRUE,FALSE,FALSE
Phil,1952-0003-PHL,1952,0003,Natural,Meteorological,Storm,Tropical cyclone,NA,Emma,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1952,6,28,1952,6,28,19,103,NA,NA,103,NA,NA,NA,10.4103536343549,central,7.07306,125.61278,TRUE,FALSE,FALSE
Phil,1952-0008-PHL,1952,0008,Natural,Meteorological,Storm,Tropical cyclone,NA,"Trixy, Wilma",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1952,10,16,1952,10,16,995,349,NA,NA,349,NA,NA,50000,10.4103536343549,central,7.07306,125.61278,TRUE,FALSE,FALSE
Phil,1960-0012-PHL,1960,0012,Natural,Meteorological,Storm,Tropical cyclone,NA,Karen,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1960,4,22,1960,4,22,56,NA,NA,NA,NA,NA,NA,2000,11.5682160783056,south wet,14.40575,120.97865,FALSE,FALSE,FALSE
Phil,1960-0012-PHL,1960,0012,Natural,Meteorological,Storm,Tropical cyclone,NA,Karen,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1960,4,22,1960,4,22,56,NA,NA,NA,NA,NA,NA,2000,11.5682160783056,manilla,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1960-0019-PHL,1960,0019,Natural,Meteorological,Storm,Tropical cyclone,NA,Lucille,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1960,5,24,1960,5,24,234,NA,NA,NA,NA,NA,NA,NA,11.5682160783056,luzon,16,121,TRUE,FALSE,FALSE
Phil,1960-0020-PHL,1960,0020,Natural,Meteorological,Storm,Tropical cyclone,NA,Olive,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1960,6,23,1960,6,23,100,NA,50000,NA,50000,NA,NA,NA,11.5682160783056,south luzon,16,121,TRUE,FALSE,FALSE
Phil,1960-0028-PHL,1960,0028,Natural,Meteorological,Storm,Tropical cyclone,NA,Kit,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1960,10,3,1960,10,3,150,NA,375000,NA,375000,NA,NA,NA,11.5682160783056,central,7.07306,125.61278,TRUE,FALSE,FALSE
Phil,1960-0028-PHL,1960,0028,Natural,Meteorological,Storm,Tropical cyclone,NA,Kit,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1960,10,3,1960,10,3,150,NA,375000,NA,375000,NA,NA,NA,11.5682160783056,south luzon,16,121,TRUE,FALSE,FALSE
Phil,1960-0029-PHL,1960,0029,Natural,Meteorological,Storm,Tropical cyclone,NA,Lola,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1960,10,8,1960,10,8,58,NA,NA,NA,NA,NA,NA,30000,11.5682160783056,luzon,16,121,TRUE,FALSE,FALSE
Phil,1963-0017-PHL,1963,0017,Natural,Meteorological,Storm,Tropical cyclone,NA,Carmen,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1963,8,10,1963,8,10,1,NA,NA,2000,2000,NA,NA,NA,11.9789161597039,north luzon,15.128,120.0528,FALSE,FALSE,FALSE
Phil,1964-0037-PHL,1964,0037,Natural,Meteorological,Storm,Tropical cyclone,NA,Winnie (Dading),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1964,6,29,1964,6,29,56,163,924125,NA,924288,NA,NA,8000,12.1321174880359,south,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1964-0037-PHL,1964,0037,Natural,Meteorological,Storm,Tropical cyclone,NA,Winnie (Dading),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1964,6,29,1964,6,29,56,163,924125,NA,924288,NA,NA,8000,12.1321174880359,central luzon,15.30714,120.79762,FALSE,FALSE,FALSE
Phil,1964-0065-PHL,1964,0065,Natural,Meteorological,Storm,Tropical cyclone,NA,Louise,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1964,11,19,1964,11,19,580,1258,300000,NA,301258,NA,NA,35000,12.1321174880359,north mindanao,7.02583,124.16667,TRUE,FALSE,FALSE
Phil,1964-0065-PHL,1964,0065,Natural,Meteorological,Storm,Tropical cyclone,NA,Louise,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1964,11,19,1964,11,19,580,1258,300000,NA,301258,NA,NA,35000,12.1321174880359,south luzon,16,121,TRUE,FALSE,FALSE
Phil,1965-0042-PHL,1965,0042,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1965,7,12,1965,7,12,37,NA,NA,NA,NA,NA,NA,NA,12.3244326683639,cotabato,7.16083,124.475,TRUE,FALSE,FALSE
Phil,1965-0042-PHL,1965,0042,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1965,7,12,1965,7,12,37,NA,NA,NA,NA,NA,NA,NA,12.3244326683639,luzon,16,121,TRUE,FALSE,FALSE
Phil,1966-0091-PHL,1966,0091,Natural,Meteorological,Storm,Tropical cyclone,NA,Aning,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1966,12,28,1966,12,28,18,NA,196000,90000,286000,NA,NA,1000,12.6960281686485,visayas,10.31672,123.89071,TRUE,FALSE,FALSE
Phil,1966-0091-PHL,1966,0091,Natural,Meteorological,Storm,Tropical cyclone,NA,Aning,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1966,12,28,1966,12,28,18,NA,196000,90000,286000,NA,NA,1000,12.6960281686485,south luzon,16,121,TRUE,FALSE,FALSE
Phil,1967-0071-PHL,1967,0071,Natural,Meteorological,Storm,Tropical cyclone,NA,Emma (Welming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1967,11,3,1967,11,3,107,NA,137000,NA,137000,NA,NA,26500,13.048062107494,samar isl,11.93353,125.03403,TRUE,TRUE,TRUE
Phil,1967-0071-PHL,1967,0071,Natural,Meteorological,Storm,Tropical cyclone,NA,Emma (Welming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1967,11,3,1967,11,3,107,NA,137000,NA,137000,NA,NA,26500,13.048062107494,NA,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1967-0071-PHL,1967,0071,Natural,Meteorological,Storm,Tropical cyclone,NA,Emma (Welming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1967,11,3,1967,11,3,107,NA,137000,NA,137000,NA,NA,26500,13.048062107494,visayas,10.31672,123.89071,TRUE,FALSE,FALSE
Phil,1967-0071-PHL,1967,0071,Natural,Meteorological,Storm,Tropical cyclone,NA,Emma (Welming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1967,11,3,1967,11,3,107,NA,137000,NA,137000,NA,NA,26500,13.048062107494,bicol,13.31389,123.56389,TRUE,TRUE,TRUE
Phil,1967-0071-PHL,1967,0071,Natural,Meteorological,Storm,Tropical cyclone,NA,Emma (Welming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1967,11,3,1967,11,3,107,NA,137000,NA,137000,NA,NA,26500,13.048062107494,southern tagalog,NA,NA,NA,NA,NA
Phil,1967-0071-PHL,1967,0071,Natural,Meteorological,Storm,Tropical cyclone,NA,Emma (Welming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1967,11,3,1967,11,3,107,NA,137000,NA,137000,NA,NA,26500,13.048062107494,central luzon,15.30714,120.79762,FALSE,FALSE,FALSE
Phil,1968-0065-PHL,1968,0065,Natural,Meteorological,Storm,Tropical cyclone,NA,Shirley,OFDA,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1968,8,17,1968,8,17,NA,NA,NA,NA,NA,NA,NA,NA,13.6054460870388,luzon,16,121,TRUE,FALSE,FALSE
Phil,1968-0083-PHL,1968,0083,Natural,Meteorological,Storm,Tropical cyclone,NA,"Mamie, Nina, Ora",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1968,11,22,1968,11,22,50,NA,187330,39313,226643,NA,NA,9600,13.6054460870388,south visayas,10.31672,123.89071,TRUE,FALSE,FALSE
Phil,1968-0083-PHL,1968,0083,Natural,Meteorological,Storm,Tropical cyclone,NA,"Mamie, Nina, Ora",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1968,11,22,1968,11,22,50,NA,187330,39313,226643,NA,NA,9600,13.6054460870388,samar,11.93353,125.03403,TRUE,TRUE,TRUE
Phil,1968-0083-PHL,1968,0083,Natural,Meteorological,Storm,Tropical cyclone,NA,"Mamie, Nina, Ora",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1968,11,22,1968,11,22,50,NA,187330,39313,226643,NA,NA,9600,13.6054460870388,luzon,16,121,TRUE,FALSE,FALSE
Phil,1968-0024-PHL,1968,0024,Natural,Hydrological,Flood,NA,NA,NA,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1968,1,16,1968,1,16,29,NA,NA,NA,NA,NA,NA,NA,13.6054460870388,mindanao,8,125,TRUE,FALSE,FALSE
Phil,1969-0080-PHL,1969,0080,Natural,Meteorological,Storm,Tropical cyclone,NA,Viola,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1969,7,21,1969,7,21,11,NA,NA,NA,NA,NA,NA,NA,14.3486278167258,north,18.181,121.74487,TRUE,TRUE,TRUE
Phil,1970-0043-PHL,1970,0043,Natural,Meteorological,Storm,Tropical cyclone,NA,Fran & Georgia,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,8,31,1970,8,31,137,NA,78000,67200,145200,NA,NA,2353,15.1863354613098,NA,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1970-0043-PHL,1970,0043,Natural,Meteorological,Storm,Tropical cyclone,NA,Fran & Georgia,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,8,31,1970,8,31,137,NA,78000,67200,145200,NA,NA,2353,15.1863354613098,bulacan,14.9109,121.0493,TRUE,FALSE,FALSE
Phil,1970-0043-PHL,1970,0043,Natural,Meteorological,Storm,Tropical cyclone,NA,Fran & Georgia,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,8,31,1970,8,31,137,NA,78000,67200,145200,NA,NA,2353,15.1863354613098,pampg,NA,NA,NA,NA,NA
Phil,1970-0043-PHL,1970,0043,Natural,Meteorological,Storm,Tropical cyclone,NA,Fran & Georgia,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,8,31,1970,8,31,137,NA,78000,67200,145200,NA,NA,2353,15.1863354613098,manila,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1970-0043-PHL,1970,0043,Natural,Meteorological,Storm,Tropical cyclone,NA,Fran & Georgia,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,8,31,1970,8,31,137,NA,78000,67200,145200,NA,NA,2353,15.1863354613098,-,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1970-0043-PHL,1970,0043,Natural,Meteorological,Storm,Tropical cyclone,NA,Fran & Georgia,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,8,31,1970,8,31,137,NA,78000,67200,145200,NA,NA,2353,15.1863354613098,aurora,15.987730000000001,121.5802,TRUE,TRUE,TRUE
Phil,1970-0043-PHL,1970,0043,Natural,Meteorological,Storm,Tropical cyclone,NA,Fran & Georgia,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,8,31,1970,8,31,137,NA,78000,67200,145200,NA,NA,2353,15.1863354613098,quezon,14.6488,121.0509,TRUE,FALSE,FALSE
Phil,1970-0043-PHL,1970,0043,Natural,Meteorological,Storm,Tropical cyclone,NA,Fran & Georgia,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,8,31,1970,8,31,137,NA,78000,67200,145200,NA,NA,2353,15.1863354613098,NA,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1970-0056-PHL,1970,0056,Natural,Meteorological,Storm,Tropical cyclone,NA,"Joan, Kate",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,10,13,1970,10,13,1551,985,1214000,NA,1214985,NA,NA,85500,15.1863354613098,NA,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1970-0056-PHL,1970,0056,Natural,Meteorological,Storm,Tropical cyclone,NA,"Joan, Kate",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,10,13,1970,10,13,1551,985,1214000,NA,1214985,NA,NA,85500,15.1863354613098,bicol area,13.50315,123.03448,TRUE,TRUE,TRUE
Phil,1970-0056-PHL,1970,0056,Natural,Meteorological,Storm,Tropical cyclone,NA,"Joan, Kate",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,10,13,1970,10,13,1551,985,1214000,NA,1214985,NA,NA,85500,15.1863354613098,mindanao,8,125,TRUE,FALSE,FALSE
Phil,1970-0064-PHL,1970,0064,Natural,Meteorological,Storm,Tropical cyclone,NA,Patsy,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,11,19,1970,11,19,786,2075,430000,NA,432075,NA,NA,97656,15.1863354613098,manila,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1970-0064-PHL,1970,0064,Natural,Meteorological,Storm,Tropical cyclone,NA,Patsy,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,11,19,1970,11,19,786,2075,430000,NA,432075,NA,NA,97656,15.1863354613098,quezon,14.6488,121.0509,TRUE,FALSE,FALSE
Phil,1970-0064-PHL,1970,0064,Natural,Meteorological,Storm,Tropical cyclone,NA,Patsy,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1970,11,19,1970,11,19,786,2075,430000,NA,432075,NA,NA,97656,15.1863354613098,NA,14.6042,120.9822,FALSE,FALSE,FALSE
Phil,1971-0026-PHL,1971,0026,Natural,Meteorological,Storm,Tropical cyclone,NA,Wanda,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1971,4,22,1971,4,22,95,NA,NA,NA,NA,NA,NA,700,15.8382546266338,visayas,10.31672,123.89071,TRUE,FALSE,FALSE
