region,Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,location_word,lat,long,in_the_box,in_shapefile
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,kokrajhar,26.6,90.2,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,lakhimpur,27.23517,94.10357,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,marigaon,26.25213,92.34238,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,nagaon,26.35037,92.69225,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,nalbari,26.5,91.4,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,sibsagar,26.98427,94.63784,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,sonitpur,26.76748,92.96425,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,tinsukia,27.48905,95.35992,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,assam,26,93,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,araria,26.14934,87.51323,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,begusarai,25.41853,86.13389,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,bhagalpur,25.24446,86.97183,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,darbhanga,26.15216,85.89707,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,gopalganj,26.46734,84.44041,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,katihar,25.53852,87.57044,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,khagaria,25.5022,86.46708,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,kishanganj,26.10224,87.95534,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,madhepura,25.8,87,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,madhubani,26.33333,86.08333,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,muzaffarpur,26.12259,85.39055,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,nal,22.78851,72.03271,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,a,28.65195,77.23149,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,pashchim champaran,27,84.5,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,patna,25.59408,85.13563,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,pruba champaran,NA,NA,NA,NA
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,purnia,25.77895,87.47422,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,saharsa,25.87498,86.59611,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,samastipur,25.86222,85.77953,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,saran,25.78031,84.74709,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,sheikhpura,25.13073,85.78176,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,sheohar,26.5,85.3,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,sitamarhi,26.59357,85.4906,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,siwan,26.22096,84.35609,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,supaul,26.11527,86.59509,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,bihar,25.75,85.75,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,lahul,32.5,77.83333,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,spiti,32.5,77.83333,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,himachal pradesh,31.91667,77.25,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,balaghat,21.96667,80.33333,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,madhya pradesh,23.25469,77.40289,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,tehri garhwal,30.5,78.66667,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,uttarakh,NA,NA,NA,NA
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,adilabad,19.67203,78.5359,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,khammam,17.24767,80.14368,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,karimnagar,18.43915,79.12856,FALSE,FALSE
India_SriLanka,2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,NA,NA,Affect,India,IND,Southern Asia,Asia,Monssonal rain,NA,NA,NA,NA,NA,93065,276600,Km2,NA,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,NA,42000000,NA,42000000,NA,NA,30772,70.3578189693375,andhra pradesh,15.83333,79.75,TRUE,FALSE
