Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations,location_word,uncertain_location_specificity,lat,lng
1983-0057-FJI,1983,0057,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Sarah,Fiji,FJI,Melanesia,Oceania,Southern Lau group,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1983,3,25,1983,3,25,NA,NA,11132,NA,11132,NA,NA,851,38.9583793014576,NA,NA,NA,NA,southern lau group,FALSE,NA,NA
1983-9018-FJI,1983,9018,NA,Natural,Climatological,Drought,Drought,NA,NA,Fiji,FJI,Melanesia,Oceania,Western division,NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1983,NA,NA,1983,NA,NA,NA,NA,31000,NA,31000,NA,NA,30000,38.9583793014576,NA,NA,NA,NA,western division,FALSE,-17.61686,177.45049
1983-0346-FRA,1983,0346,NA,Natural,Meteorological,Storm,Convective storm,Severe storm,NA,France,FRA,Western Europe,Europe,"Central, South-West regions",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1983,7,26,1983,7,26,11,NA,NA,NA,NA,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,central,FALSE,46.43774,6.46906
1983-0346-FRA,1983,0346,NA,Natural,Meteorological,Storm,Convective storm,Severe storm,NA,France,FRA,Western Europe,Europe,"Central, South-West regions",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1983,7,26,1983,7,26,11,NA,NA,NA,NA,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,south-west,FALSE,17.9,-62.86667
1983-0343-FRA,1983,0343,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,France,FRA,Western Europe,Europe,"North, East",NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1983,3,NA,1983,5,NA,18,12,200,NA,212,NA,NA,604000,38.9583793014576,NA,NA,NA,NA,north,FALSE,50.63297,3.05858
1983-0343-FRA,1983,0343,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,France,FRA,Western Europe,Europe,"North, East",NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1983,3,NA,1983,5,NA,18,12,200,NA,212,NA,NA,604000,38.9583793014576,NA,NA,NA,NA,east,FALSE,51.04946,3.71999
1983-0342-FRA,1983,0342,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,France,FRA,Western Europe,Europe,"Mont Blanc, Pyrenees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,2,27,1983,2,27,9,15,NA,NA,15,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,mont blanc,FALSE,45.833,6.864
1983-0342-FRA,1983,0342,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,France,FRA,Western Europe,Europe,"Mont Blanc, Pyrenees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,2,27,1983,2,27,9,15,NA,NA,15,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,pyrenees,FALSE,43.60426,1.44367
1983-0344-FRA,1983,0344,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,France,FRA,Western Europe,Europe,Chamonix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,7,9,1983,7,9,5,5,NA,NA,5,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,chamonix,FALSE,45.92375,6.86933
1983-0103-FRA,1983,0103,NA,Natural,Hydrological,Flood,NA,NA,NA,France,FRA,Western Europe,Europe,Basque region,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1983,8,NA,1983,8,NA,NA,NA,NA,NA,NA,NA,NA,5500,38.9583793014576,NA,NA,NA,NA,basque,FALSE,43.32168,-1.73309
1983-0345-FRA,1983,0345,NA,Natural,Hydrological,Flood,NA,NA,NA,France,FRA,Western Europe,Europe,Alsace,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1983,5,28,1983,5,28,NA,NA,3500,NA,3500,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,alsace,FALSE,48.58392,7.74553
1983-0161-GIN,1983,0161,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Guinea,GIN,Western Africa,Africa,Gaoual-Koumbia area,NA,NA,NA,Yes,NA,NA,NA,6,Richter,11.866,-13.529,04:11,NA,1983,12,22,1983,12,22,275,1436,20000,NA,21436,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,gaoual-koumbia area,FALSE,NA,NA
1983-0171-GRC,1983,0171,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Greece,GRC,Southern Europe,Europe,Vonitsa area,NA,NA,NA,NA,NA,NA,NA,6,Richter,38.294,20.262,01:51,NA,1983,3,24,1983,3,24,NA,7,480,NA,487,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,vonitsa area,FALSE,NA,NA
1983-0357-GRC,1983,0357,NA,Natural,Climatological,Wildfire,Forest fire,NA,NA,Greece,GRC,Southern Europe,Europe,North,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1983,7,22,1983,7,22,12,NA,NA,NA,NA,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,north,FALSE,37.71942,26.81956
1983-0093-GTM,1983,0093,NA,Natural,Geophysical,Volcanic activity,Ash fall,NA,Santiaquito,Guatemala,GTM,Central America,Americas,Near Quezaltenango,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,7,6,1983,7,6,NA,NA,3500,NA,3500,NA,NA,NA,38.9583793014576,NA,NA,NA,NA,quezaltenango,FALSE,14.83472,-91.51806
1983-0121-HKG,1983,0121,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Ellen,Hong Kong,HKG,Eastern Asia,Asia,"Tin Shui Wai, Kam Tin, Ngau Tam Mei",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1983,9,9,1983,9,9,22,338,NA,1607,1945,NA,NA,12544,38.9583793014576,NA,NA,NA,NA,tin shui wai,FALSE,22.45679,114.00234
1983-0121-HKG,1983,0121,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Ellen,Hong Kong,HKG,Eastern Asia,Asia,"Tin Shui Wai, Kam Tin, Ngau Tam Mei",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1983,9,9,1983,9,9,22,338,NA,1607,1945,NA,NA,12544,38.9583793014576,NA,NA,NA,NA,kam tin,FALSE,22.44314,114.06643
1983-0121-HKG,1983,0121,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Ellen,Hong Kong,HKG,Eastern Asia,Asia,"Tin Shui Wai, Kam Tin, Ngau Tam Mei",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1983,9,9,1983,9,9,22,338,NA,1607,1945,NA,NA,12544,38.9583793014576,NA,NA,NA,NA,ngau tam mei,FALSE,22.47498,114.07499
1984-0063-DFR,1984,0063,NA,Natural,Meteorological,Storm,Convective storm,Hail,NA,Germany Fed Rep,DFR,Western Europe,Europe,Münich (Bavaria),NA,Hail,NA,NA,No,No,NA,144,Kph,NA,NA,NA,NA,1984,7,12,1984,7,12,3,250,NA,NA,250,NA,480000,950000,40.6338038615079,NA,NA,NA,NA,münich,TRUE,NA,NA
1984-0063-DFR,1984,0063,NA,Natural,Meteorological,Storm,Convective storm,Hail,NA,Germany Fed Rep,DFR,Western Europe,Europe,Münich (Bavaria),NA,Hail,NA,NA,No,No,NA,144,Kph,NA,NA,NA,NA,1984,7,12,1984,7,12,3,250,NA,NA,250,NA,480000,950000,40.6338038615079,NA,NA,NA,NA,bavaria,TRUE,48.13743,11.57549
1984-0309-AFG,1984,0309,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Afghanistan,AFG,Southern Asia,Asia,Jalalabad Area,NA,NA,NA,NA,No,No,NA,6,Richter,34.26 N,70.28 E,NA,NA,1984,2,2,1984,2,2,1,35,NA,NA,35,NA,NA,5000,40.6338038615079,NA,NA,NA,NA,jalalabad area,FALSE,NA,NA
1984-0006-ARG,1984,0006,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Argentina,ARG,South America,Americas,"Vescupio, Northeast, Northwestern provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1,NA,1984,1,NA,30,14,12000,NA,12014,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,vescupio,FALSE,NA,NA
1984-0006-ARG,1984,0006,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Argentina,ARG,South America,Americas,"Vescupio, Northeast, Northwestern provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1,NA,1984,1,NA,30,14,12000,NA,12014,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,northeast,FALSE,-25.78333,-58.28333
1984-0006-ARG,1984,0006,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Argentina,ARG,South America,Americas,"Vescupio, Northeast, Northwestern provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1,NA,1984,1,NA,30,14,12000,NA,12014,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,northwestern,FALSE,NA,NA
1984-0109-AUS,1984,0109,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Australia,AUS,Australia and New Zealand,Oceania,Sydney area,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,11,9,1984,11,9,36,NA,NA,NA,NA,NA,NA,3000,40.6338038615079,NA,NA,NA,NA,sydney area,FALSE,NA,NA
1984-0243-AUT,1984,0243,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,Austria,AUT,Western Europe,Europe,Swiss border,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,2,9,1984,2,9,30,NA,NA,NA,NA,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,swiss border,FALSE,NA,NA
1984-0356-BEL,1984,0356,NA,Natural,Hydrological,Flood,NA,NA,NA,Belgium,BEL,Western Europe,Europe,Vallée de la Meuse,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,2,NA,1984,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,vallée de la meuse,FALSE,NA,NA
1984-0004-BEN,1984,0004,NA,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",NA,NA,Benin,BEN,Western Africa,Africa,North,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,NA,NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,north,FALSE,NA,NA
1984-0002-BFA,1984,0002,NA,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Burkina Faso,BFA,Western Africa,Africa,Ouagadougou area,NA,NA,NA,Yes,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1984,1,1,1984,1,1,NA,NA,1000,NA,1000,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,ouagadougou area,FALSE,NA,NA
1984-0091-BFA,1984,0091,NA,Natural,Hydrological,Flood,NA,NA,NA,Burkina Faso,BFA,Western Africa,Africa,Gorom-Gorom (North rgion),NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,10,NA,1984,10,NA,NA,NA,1500,NA,1500,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,gorom-gorom,TRUE,14.45417,-0.21895
1984-0091-BFA,1984,0091,NA,Natural,Hydrological,Flood,NA,NA,NA,Burkina Faso,BFA,Western Africa,Africa,Gorom-Gorom (North rgion),NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,10,NA,1984,10,NA,NA,NA,1500,NA,1500,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,north rgion,TRUE,NA,NA
1984-0041-BGD,1984,0041,NA,Natural,Hydrological,Flood,NA,NA,NA,Bangladesh,BGD,Southern Asia,Asia,Eastern,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,5,NA,1984,5,NA,1200,NA,30000000,NA,30000000,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,eastern,FALSE,21.1825,92.17389
1984-0007-BOL,1984,0007,NA,Natural,Hydrological,Flood,NA,NA,NA,Bolivia (Plurinational State of),BOL,South America,Americas,La Paz,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,1,NA,1984,1,NA,NA,NA,3000,NA,3000,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,la paz,FALSE,-16.5,-68.15
1984-0093-BRA,1984,0093,NA,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Brazil,BRA,South America,Americas,Maravilha,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1984,10,9,1984,10,9,10,NA,200,NA,200,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,maravilha,FALSE,-9.22305,-37.37936
1984-0032-BRA,1984,0032,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Recife, Salvador",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,4,NA,1984,4,NA,30,NA,50000,NA,50000,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,recife,FALSE,-8.05389,-34.88111
1984-0032-BRA,1984,0032,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Recife, Salvador",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,4,NA,1984,4,NA,30,NA,50000,NA,50000,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,salvador,FALSE,-12.97111,-38.51083
1984-0039-BRA,1984,0039,NA,Natural,Biological,Epidemic,NA,NA,Gastroenteritis,Brazil,BRA,South America,Americas,Northeast Brazil,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1984,5,NA,1984,5,NA,300,NA,NA,NA,NA,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,northeast brazil,FALSE,-6,-42
1984-0049-BRA,1984,0049,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Rio Grande Do Sul,NA,NA,NA,Yes,No,No,NA,NA,Km2,NA,NA,NA,NA,1984,6,NA,1984,6,NA,17,NA,150000,9600,159600,NA,NA,1000000,40.6338038615079,NA,NA,NA,NA,rio grande do sul,FALSE,-30,-53.5
1984-0050-BRA,1984,0050,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Santa Catarina,NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,6,NA,1984,6,NA,10,NA,100000,20400,120400,NA,NA,1000000,40.6338038615079,NA,NA,NA,NA,santa catarina,FALSE,-27,-50
1984-0114-BRA,1984,0114,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Minas Gerais, Rio de Janeiro, Sao Paulo, Espirito Santo",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,12,NA,1984,12,NA,200,NA,60000,NA,60000,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,minas gerais,FALSE,-19.92083,-43.93778
1984-0114-BRA,1984,0114,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Minas Gerais, Rio de Janeiro, Sao Paulo, Espirito Santo",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,12,NA,1984,12,NA,200,NA,60000,NA,60000,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,rio de janeiro,FALSE,-22.90642,-43.18223
1984-0114-BRA,1984,0114,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Minas Gerais, Rio de Janeiro, Sao Paulo, Espirito Santo",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,12,NA,1984,12,NA,200,NA,60000,NA,60000,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,sao paulo,FALSE,-23.5475,-46.63611
1984-0114-BRA,1984,0114,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Minas Gerais, Rio de Janeiro, Sao Paulo, Espirito Santo",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,12,NA,1984,12,NA,200,NA,60000,NA,60000,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,espirito santo,FALSE,-20,-40.75
1984-0168-BRA,1984,0168,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Paraiba state,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,5,NA,1984,5,NA,6,NA,NA,1500,1500,NA,NA,NA,40.6338038615079,NA,NA,NA,NA,paraiba,FALSE,-7.115,-34.86306
1984-9211-CAN,1984,9211,NA,Natural,Climatological,Drought,Drought,NA,NA,Canada,CAN,Northern America,Americas,"Quebec, Prince Edouard Islands, Alberta, Saskatchewan, Manitoba, Ontario provinces",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,1,NA,1985,3,NA,NA,NA,30000,NA,30000,NA,NA,1000000,40.6338038615079,NA,NA,NA,NA,quebec,FALSE,46.81228,-71.21454
1984-9211-CAN,1984,9211,NA,Natural,Climatological,Drought,Drought,NA,NA,Canada,CAN,Northern America,Americas,"Quebec, Prince Edouard Islands, Alberta, Saskatchewan, Manitoba, Ontario provinces",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,1,NA,1985,3,NA,NA,NA,30000,NA,30000,NA,NA,1000000,40.6338038615079,NA,NA,NA,NA,prince edouard islands,FALSE,45.95476,-62.74772
1984-9211-CAN,1984,9211,NA,Natural,Climatological,Drought,Drought,NA,NA,Canada,CAN,Northern America,Americas,"Quebec, Prince Edouard Islands, Alberta, Saskatchewan, Manitoba, Ontario provinces",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,1,NA,1985,3,NA,NA,NA,30000,NA,30000,NA,NA,1000000,40.6338038615079,NA,NA,NA,NA,alberta,FALSE,51.05011,-114.08529
1984-9211-CAN,1984,9211,NA,Natural,Climatological,Drought,Drought,NA,NA,Canada,CAN,Northern America,Americas,"Quebec, Prince Edouard Islands, Alberta, Saskatchewan, Manitoba, Ontario provinces",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1984,1,NA,1985,3,NA,NA,NA,30000,NA,30000,NA,NA,1000000,40.6338038615079,NA,NA,NA,NA,saskatchewan,FALSE,54.0001,-106.00099
