Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations,location_word,uncertain_location_specificity,lat,lng
1988-0492-MAR,1988,0492,NA,Natural,Biological,Insect infestation,Locust,NA,Desert locust,Morocco,MAR,Northern Africa,Africa,South,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,11,NA,1988,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,south,FALSE,30.32546,-9.50169
1988-0045-MEX,1988,0045,NA,Natural,Meteorological,Storm,NA,NA,NA,Mexico,MEX,Central America,Americas,Ensenada,NA,NA,NA,NA,NA,NA,NA,140,Kph,NA,NA,NA,NA,1988,1,17,1988,1,17,NA,NA,NA,NA,NA,NA,NA,250000,46.256556831435,NA,NA,NA,NA,ensenada,FALSE,31.87149,-116.60071
1988-0245-MLI,1988,0245,NA,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Mali,MLI,Western Africa,Africa,Bamako,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1988,6,NA,1988,6,NA,47,NA,159,NA,159,NA,NA,NA,46.256556831435,NA,NA,NA,NA,bamako,FALSE,12.65,-8
1988-0147-MLI,1988,0147,NA,Natural,Biological,Insect infestation,Locust,NA,"Locust, Grassshoppers",Mali,MLI,Western Africa,Africa,"Eastern, Western",NA,NA,NA,Yes,NA,NA,NA,8710,NA,NA,NA,NA,NA,1988,4,NA,1988,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,eastern,FALSE,NA,NA
1988-0147-MLI,1988,0147,NA,Natural,Biological,Insect infestation,Locust,NA,"Locust, Grassshoppers",Mali,MLI,Western Africa,Africa,"Eastern, Western",NA,NA,NA,Yes,NA,NA,NA,8710,NA,NA,NA,NA,NA,1988,4,NA,1988,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,western,FALSE,12.65,-8
1988-0342-MLI,1988,0342,NA,Natural,Hydrological,Flood,NA,NA,NA,Mali,MLI,Western Africa,Africa,"Bamako, Segou, Koulikorou",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,17,NA,NA,10000,10000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,bamako,FALSE,12.65,-8
1988-0342-MLI,1988,0342,NA,Natural,Hydrological,Flood,NA,NA,NA,Mali,MLI,Western Africa,Africa,"Bamako, Segou, Koulikorou",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,17,NA,NA,10000,10000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,segou,FALSE,13.44032,-6.25947
1988-0342-MLI,1988,0342,NA,Natural,Hydrological,Flood,NA,NA,NA,Mali,MLI,Western Africa,Africa,"Bamako, Segou, Koulikorou",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,17,NA,NA,10000,10000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,koulikorou,FALSE,NA,NA
1988-0102-MOZ,1988,0102,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Filao,Mozambique,MOZ,Eastern Africa,Africa,Quelimane,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1988,3,1,1988,3,1,100,NA,4000,NA,4000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,quelimane,FALSE,-17.87861,36.88833
1988-0033-MOZ,1988,0033,NA,Natural,Biological,Insect infestation,NA,NA,NA,Mozambique,MOZ,Eastern Africa,Africa,"Maputo, Niassa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,maputo,FALSE,-25.96553,32.58322
1988-0033-MOZ,1988,0033,NA,Natural,Biological,Insect infestation,NA,NA,NA,Mozambique,MOZ,Eastern Africa,Africa,"Maputo, Niassa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,niassa,FALSE,-13,36.7
1988-0343-MRT,1988,0343,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Mauritania,MRT,Western Africa,Africa,"Gorgol, Brakna Gui Dimakha, Nouakchott",NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1988,8,NA,1988,8,NA,38,NA,575,NA,575,NA,NA,NA,46.256556831435,NA,NA,NA,NA,gorgol,FALSE,16.15027,-13.5037
1988-0343-MRT,1988,0343,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Mauritania,MRT,Western Africa,Africa,"Gorgol, Brakna Gui Dimakha, Nouakchott",NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1988,8,NA,1988,8,NA,38,NA,575,NA,575,NA,NA,NA,46.256556831435,NA,NA,NA,NA,brakna gui dimakha,FALSE,NA,NA
1988-0343-MRT,1988,0343,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Mauritania,MRT,Western Africa,Africa,"Gorgol, Brakna Gui Dimakha, Nouakchott",NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1988,8,NA,1988,8,NA,38,NA,575,NA,575,NA,NA,NA,46.256556831435,NA,NA,NA,NA,nouakchott,FALSE,18.08581,-15.9785
1988-0241-MRT,1988,0241,NA,Natural,Biological,Insect infestation,Locust,NA,"Desert locust, Grasshopper",Mauritania,MRT,Western Africa,Africa,"North, East, South",NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,6,NA,1988,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,north,FALSE,NA,NA
1988-0241-MRT,1988,0241,NA,Natural,Biological,Insect infestation,Locust,NA,"Desert locust, Grasshopper",Mauritania,MRT,Western Africa,Africa,"North, East, South",NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,6,NA,1988,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,east,FALSE,NA,NA
1988-0241-MRT,1988,0241,NA,Natural,Biological,Insect infestation,Locust,NA,"Desert locust, Grasshopper",Mauritania,MRT,Western Africa,Africa,"North, East, South",NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,6,NA,1988,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,south,FALSE,20.77001,-17.05025
1988-0509-MYS,1988,0509,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Malaysia,MYS,South-Eastern Asia,Asia,Kelantan + East cost states,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,11,12,1988,11,12,27,NA,60000,NA,60000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,kelantan,FALSE,6.12361,102.24333
1988-0509-MYS,1988,0509,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Malaysia,MYS,South-Eastern Asia,Asia,Kelantan + East cost states,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,11,12,1988,11,12,27,NA,60000,NA,60000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,east cost,FALSE,NA,NA
1988-0336-NER,1988,0336,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Niger (the),NER,Western Africa,Africa,"Tillaberi, Zinder departments",NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,20,NA,80000,NA,80000,NA,NA,10200,46.256556831435,NA,NA,NA,NA,tillaberi,FALSE,14.33333,2.08333
1988-0336-NER,1988,0336,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Niger (the),NER,Western Africa,Africa,"Tillaberi, Zinder departments",NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,20,NA,80000,NA,80000,NA,NA,10200,46.256556831435,NA,NA,NA,NA,zinder s,FALSE,15.18212,9.96973
1988-0234-NER,1988,0234,NA,Natural,Biological,Insect infestation,Locust,NA,Locust + grasshopper,Niger (the),NER,Western Africa,Africa,"Diffa, Tahoua, Central Niger",NA,NA,NA,Yes,NA,NA,NA,19000,NA,NA,NA,NA,NA,1988,5,NA,1988,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,diffa,FALSE,16,13.5
1988-0234-NER,1988,0234,NA,Natural,Biological,Insect infestation,Locust,NA,Locust + grasshopper,Niger (the),NER,Western Africa,Africa,"Diffa, Tahoua, Central Niger",NA,NA,NA,Yes,NA,NA,NA,19000,NA,NA,NA,NA,NA,1988,5,NA,1988,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,tahoua,FALSE,14.8888,5.2692
1988-0234-NER,1988,0234,NA,Natural,Biological,Insect infestation,Locust,NA,Locust + grasshopper,Niger (the),NER,Western Africa,Africa,"Diffa, Tahoua, Central Niger",NA,NA,NA,Yes,NA,NA,NA,19000,NA,NA,NA,NA,NA,1988,5,NA,1988,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,central niger,FALSE,NA,NA
1988-0334-NGA,1988,0334,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Nigeria,NGA,Western Africa,Africa,"Kano, Borno, Oyo states",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,130,NA,NA,300000,300000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,kano,FALSE,12.00012,8.51672
1988-0334-NGA,1988,0334,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Nigeria,NGA,Western Africa,Africa,"Kano, Borno, Oyo states",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,130,NA,NA,300000,300000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,borno,FALSE,11.84692,13.15712
1988-0334-NGA,1988,0334,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Nigeria,NGA,Western Africa,Africa,"Kano, Borno, Oyo states",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,130,NA,NA,300000,300000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,oyo,FALSE,7.37756,3.90591
1988-0523-NGA,1988,0523,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Nigeria,NGA,Western Africa,Africa,Anambra state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,12,NA,1988,12,NA,NA,NA,NA,1500,1500,NA,NA,NA,46.256556831435,NA,NA,NA,NA,anambra,FALSE,6.33333,7
1988-0481-NIC,1988,0481,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Joan,Nicaragua,NIC,Central America,Americas,Caribbean coast,NA,NA,NA,NA,No,No,NA,NA,Kph,NA,NA,NA,NA,1988,10,22,1988,10,23,130,278,300000,60000,360278,NA,NA,400000,46.256556831435,NA,NA,NA,NA,caribbean coast,FALSE,14,-84.25
1988-0383-NPL,1988,0383,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Nepal,NPL,Southern Asia,Asia,"Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur",NA,NA,NA,Yes,Yes,NA,NA,7,Richter,26.755,86.616,04:54,NA,1988,8,20,1988,8,20,709,1016,300000,NA,301016,NA,NA,60000,46.256556831435,NA,NA,NA,NA,daharam,FALSE,NA,NA
1988-0383-NPL,1988,0383,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Nepal,NPL,Southern Asia,Asia,"Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur",NA,NA,NA,Yes,Yes,NA,NA,7,Richter,26.755,86.616,04:54,NA,1988,8,20,1988,8,20,709,1016,300000,NA,301016,NA,NA,60000,46.256556831435,NA,NA,NA,NA,dhankuta,FALSE,26.98333,87.33333
1988-0383-NPL,1988,0383,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Nepal,NPL,Southern Asia,Asia,"Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur",NA,NA,NA,Yes,Yes,NA,NA,7,Richter,26.755,86.616,04:54,NA,1988,8,20,1988,8,20,709,1016,300000,NA,301016,NA,NA,60000,46.256556831435,NA,NA,NA,NA,terathum,FALSE,27.13254,87.5244
1988-0383-NPL,1988,0383,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Nepal,NPL,Southern Asia,Asia,"Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur",NA,NA,NA,Yes,Yes,NA,NA,7,Richter,26.755,86.616,04:54,NA,1988,8,20,1988,8,20,709,1016,300000,NA,301016,NA,NA,60000,46.256556831435,NA,NA,NA,NA,panchthar,FALSE,27.14895,87.85519
1988-0383-NPL,1988,0383,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Nepal,NPL,Southern Asia,Asia,"Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur",NA,NA,NA,Yes,Yes,NA,NA,7,Richter,26.755,86.616,04:54,NA,1988,8,20,1988,8,20,709,1016,300000,NA,301016,NA,NA,60000,46.256556831435,NA,NA,NA,NA,ilam,FALSE,26.88547,87.92035
1988-0383-NPL,1988,0383,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Nepal,NPL,Southern Asia,Asia,"Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur",NA,NA,NA,Yes,Yes,NA,NA,7,Richter,26.755,86.616,04:54,NA,1988,8,20,1988,8,20,709,1016,300000,NA,301016,NA,NA,60000,46.256556831435,NA,NA,NA,NA,morang,FALSE,26.45505,87.27007
1988-0383-NPL,1988,0383,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Nepal,NPL,Southern Asia,Asia,"Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur",NA,NA,NA,Yes,Yes,NA,NA,7,Richter,26.755,86.616,04:54,NA,1988,8,20,1988,8,20,709,1016,300000,NA,301016,NA,NA,60000,46.256556831435,NA,NA,NA,NA,bhaktapur,FALSE,27.68056,85.3875
1988-0381-NPL,1988,0381,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,Nepal,NPL,Southern Asia,Asia,Myagi District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,9,20,1988,9,20,106,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,myagi,FALSE,NA,NA
1988-0321-PAK,1988,0321,NA,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,NA,Pakistan,PAK,Southern Asia,Asia,Jagat,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1988,7,23,1988,7,23,36,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,jagat,FALSE,25.13348,69.2662
1988-0138-PAK,1988,0138,NA,Natural,Geophysical,Mass movement (dry),Avalanche,NA,NA,Pakistan,PAK,Southern Asia,Asia,"Arandu Gul - Jammu, Kashmir regions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,26,1988,3,26,50,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,arandu gul - jammu,FALSE,NA,NA
1988-0138-PAK,1988,0138,NA,Natural,Geophysical,Mass movement (dry),Avalanche,NA,NA,Pakistan,PAK,Southern Asia,Asia,"Arandu Gul - Jammu, Kashmir regions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,26,1988,3,26,50,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,kashmir,FALSE,34.37002,73.47082
1988-0332-PAK,1988,0332,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Pakistan,PAK,Southern Asia,Asia,"Punjab, Sind, mountain provinces",NA,NA,NA,NA,NA,NA,NA,13000,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,196,NA,NA,1000000,1000000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,punjab,FALSE,31.558,74.35071
1988-0332-PAK,1988,0332,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Pakistan,PAK,Southern Asia,Asia,"Punjab, Sind, mountain provinces",NA,NA,NA,NA,NA,NA,NA,13000,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,196,NA,NA,1000000,1000000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,sind,FALSE,24.8608,67.0104
1988-0332-PAK,1988,0332,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Pakistan,PAK,Southern Asia,Asia,"Punjab, Sind, mountain provinces",NA,NA,NA,NA,NA,NA,NA,13000,Km2,NA,NA,NA,NA,1988,8,NA,1988,8,NA,196,NA,NA,1000000,1000000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,mountain,FALSE,35.88091,76.51334
1988-0478-PAN,1988,0478,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Joan,Panama,PAN,Central America,Americas,"Aona, Veraguas state",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1988,10,21,1988,10,21,30,NA,6732,2000,8732,NA,NA,60000,46.256556831435,NA,NA,NA,NA,aona,FALSE,NA,NA
1988-0478-PAN,1988,0478,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Joan,Panama,PAN,Central America,Americas,"Aona, Veraguas state",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1988,10,21,1988,10,21,30,NA,6732,2000,8732,NA,NA,60000,46.256556831435,NA,NA,NA,NA,veraguas,FALSE,8.25,-81.13333
1988-0093-PER,1988,0093,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Peru,PER,South America,Americas,Cuzco province,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,2,24,1988,2,24,38,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,cuzco,FALSE,-13.52264,-71.96734
1988-0063-PER,1988,0063,NA,Natural,Biological,Epidemic,Viral disease,NA,NA,Peru,PER,South America,Americas,Ancash,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1988,2,NA,1988,2,NA,200,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,ancash,FALSE,-9.08528,-78.57833
1988-0101-PER,1988,0101,NA,Natural,Hydrological,Landslide,Mudslide,NA,NA,Peru,PER,South America,Americas,"Apurimac, Cusco, Madre de dios, Huanugo provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,3,1988,2,3,80,25,5000,1000,6025,NA,NA,NA,46.256556831435,NA,NA,NA,NA,apurimac,FALSE,-14,-73
1988-0101-PER,1988,0101,NA,Natural,Hydrological,Landslide,Mudslide,NA,NA,Peru,PER,South America,Americas,"Apurimac, Cusco, Madre de dios, Huanugo provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,3,1988,2,3,80,25,5000,1000,6025,NA,NA,NA,46.256556831435,NA,NA,NA,NA,cusco,FALSE,-13.52264,-71.96734
1988-0101-PER,1988,0101,NA,Natural,Hydrological,Landslide,Mudslide,NA,NA,Peru,PER,South America,Americas,"Apurimac, Cusco, Madre de dios, Huanugo provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,3,1988,2,3,80,25,5000,1000,6025,NA,NA,NA,46.256556831435,NA,NA,NA,NA,madre de dios,FALSE,-12,-70.25
1988-0101-PER,1988,0101,NA,Natural,Hydrological,Landslide,Mudslide,NA,NA,Peru,PER,South America,Americas,"Apurimac, Cusco, Madre de dios, Huanugo provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,3,1988,2,3,80,25,5000,1000,6025,NA,NA,NA,46.256556831435,NA,NA,NA,NA,huanugo,FALSE,NA,NA
1988-0477-PHL,1988,0477,NA,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao/Misamis Oriental,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1988,10,21,1988,10,21,NA,NA,20000,NA,20000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,mindanao/misamis oriental,FALSE,8.61166,124.45553
1988-0558-PHL,1988,0558,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Philippines (the),PHL,South-Eastern Asia,Asia,Davao Oriental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,4,1988,4,4,24,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,davao oriental,FALSE,6.95508,126.21655
1988-0559-PHL,1988,0559,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Philippines (the),PHL,South-Eastern Asia,Asia,Davao del Sur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,5,22,1988,5,22,30,NA,NA,NA,NA,NA,NA,NA,46.256556831435,NA,NA,NA,NA,davao del sur,FALSE,7.07306,125.61278
1988-0312-PHL,1988,0312,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Warren (Huaning),Philippines (the),PHL,South-Eastern Asia,Asia,Northern Luzon,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1988,7,16,1988,7,16,6,NA,96120,21235,117355,NA,NA,11516,46.256556831435,NA,NA,NA,NA,northern luzon,FALSE,17.56133,120.38546
1988-0480-PHL,1988,0480,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Ruby (Unsang),Philippines (the),PHL,South-Eastern Asia,Asia,"Tarlac, Southern Tagalog, Metro Manila, Albay, Cebu, Cagayan de Oro provinces",NA,NA,NA,Yes,No,No,NA,215,Kph,NA,NA,NA,NA,1988,10,21,1988,10,21,416,208,3250000,NA,3250208,NA,NA,240500,46.256556831435,NA,NA,NA,NA,tarlac,FALSE,15.48017,120.59794
1988-0480-PHL,1988,0480,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Ruby (Unsang),Philippines (the),PHL,South-Eastern Asia,Asia,"Tarlac, Southern Tagalog, Metro Manila, Albay, Cebu, Cagayan de Oro provinces",NA,NA,NA,Yes,No,No,NA,215,Kph,NA,NA,NA,NA,1988,10,21,1988,10,21,416,208,3250000,NA,3250208,NA,NA,240500,46.256556831435,NA,NA,NA,NA,southern tagalog,FALSE,NA,NA
1988-0480-PHL,1988,0480,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Ruby (Unsang),Philippines (the),PHL,South-Eastern Asia,Asia,"Tarlac, Southern Tagalog, Metro Manila, Albay, Cebu, Cagayan de Oro provinces",NA,NA,NA,Yes,No,No,NA,215,Kph,NA,NA,NA,NA,1988,10,21,1988,10,21,416,208,3250000,NA,3250208,NA,NA,240500,46.256556831435,NA,NA,NA,NA,metro manila,FALSE,14.6042,120.9822
1988-0480-PHL,1988,0480,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Ruby (Unsang),Philippines (the),PHL,South-Eastern Asia,Asia,"Tarlac, Southern Tagalog, Metro Manila, Albay, Cebu, Cagayan de Oro provinces",NA,NA,NA,Yes,No,No,NA,215,Kph,NA,NA,NA,NA,1988,10,21,1988,10,21,416,208,3250000,NA,3250208,NA,NA,240500,46.256556831435,NA,NA,NA,NA,albay,FALSE,13.2923,123.4855
1988-0480-PHL,1988,0480,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Ruby (Unsang),Philippines (the),PHL,South-Eastern Asia,Asia,"Tarlac, Southern Tagalog, Metro Manila, Albay, Cebu, Cagayan de Oro provinces",NA,NA,NA,Yes,No,No,NA,215,Kph,NA,NA,NA,NA,1988,10,21,1988,10,21,416,208,3250000,NA,3250208,NA,NA,240500,46.256556831435,NA,NA,NA,NA,cebu,FALSE,10.31672,123.89071
1988-0480-PHL,1988,0480,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Ruby (Unsang),Philippines (the),PHL,South-Eastern Asia,Asia,"Tarlac, Southern Tagalog, Metro Manila, Albay, Cebu, Cagayan de Oro provinces",NA,NA,NA,Yes,No,No,NA,215,Kph,NA,NA,NA,NA,1988,10,21,1988,10,21,416,208,3250000,NA,3250208,NA,NA,240500,46.256556831435,NA,NA,NA,NA,cagayan de oro,FALSE,8.48222,124.64722
1988-0506-PHL,1988,0506,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Skip (Yoning),Philippines (the),PHL,South-Eastern Asia,Asia,"Manilla, Tagalog, Bicol, western Visayas",NA,NA,NA,Yes,NA,NA,NA,175,Kph,NA,NA,NA,NA,1988,11,5,1988,11,5,289,29,1000000,45000,1045029,NA,NA,149060,46.256556831435,NA,NA,NA,NA,manilla,FALSE,14.6042,120.9822
1988-0506-PHL,1988,0506,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Skip (Yoning),Philippines (the),PHL,South-Eastern Asia,Asia,"Manilla, Tagalog, Bicol, western Visayas",NA,NA,NA,Yes,NA,NA,NA,175,Kph,NA,NA,NA,NA,1988,11,5,1988,11,5,289,29,1000000,45000,1045029,NA,NA,149060,46.256556831435,NA,NA,NA,NA,tagalog,FALSE,14.7333,120.9333
1988-0506-PHL,1988,0506,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Skip (Yoning),Philippines (the),PHL,South-Eastern Asia,Asia,"Manilla, Tagalog, Bicol, western Visayas",NA,NA,NA,Yes,NA,NA,NA,175,Kph,NA,NA,NA,NA,1988,11,5,1988,11,5,289,29,1000000,45000,1045029,NA,NA,149060,46.256556831435,NA,NA,NA,NA,bicol,FALSE,13.31389,123.56389
1988-0506-PHL,1988,0506,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Skip (Yoning),Philippines (the),PHL,South-Eastern Asia,Asia,"Manilla, Tagalog, Bicol, western Visayas",NA,NA,NA,Yes,NA,NA,NA,175,Kph,NA,NA,NA,NA,1988,11,5,1988,11,5,289,29,1000000,45000,1045029,NA,NA,149060,46.256556831435,NA,NA,NA,NA,western visayas,FALSE,11.17227,122.47408
1988-0415-PNG,1988,0415,NA,Natural,Geophysical,Mass movement (dry),Landslide,Mudslide,NA,Papua New Guinea,PNG,Melanesia,Oceania,Kaiapit district (Morobe province),NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,9,6,1988,9,6,76,NA,1000,NA,1000,NA,NA,NA,46.256556831435,NA,NA,NA,NA,kaiapit,TRUE,-6.26597,146.26736
