year_no,region,seasonal_rain
1990,Malaysia_Singapore_Thai,26.06976064046224
1990,Vietnam,16.23153813680013
1990,Phil,28.5803705851237
1990,Brazil,13.23318608601888
1990,Tanzania_Kenya,19.74652099609375
1991,Central_America,27.300399780273438
1991,Venezuela_Colombia,12.939709981282553
1991,India_SriLanka,13.590741475423178
1991,Malaysia_Singapore_Thai,30.556070963541668
1991,Vietnam,16.988204956054688
1991,Phil,24.943888346354168
1991,Brazil,19.3989995320638
1991,Tanzania_Kenya,18.344891866048176
1992,Central_America,20.789466857910156
1992,Venezuela_Colombia,13.692317962646484
1992,India_SriLanka,13.853926340738932
1992,Malaysia_Singapore_Thai,32.38767751057943
1992,Vietnam,18.317947387695312
1992,Phil,24.047866821289062
1992,Brazil,13.633973439534506
1992,Tanzania_Kenya,17.195616404215496
1993,Central_America,24.547200520833332
1993,Venezuela_Colombia,11.002752939860025
1993,India_SriLanka,23.704259236653645
1993,Malaysia_Singapore_Thai,34.02351379394531
1993,Vietnam,29.531283060709637
1993,Phil,37.17981465657552
1993,Brazil,13.513614654541016
1993,Tanzania_Kenya,16.51913070678711
1994,Central_America,16.07186762491862
1994,Venezuela_Colombia,14.698841094970703
1994,India_SriLanka,17.77907435099284
1994,Malaysia_Singapore_Thai,35.78583017985026
1994,Vietnam,24.308204650878906
1994,Phil,19.142779032389324
1994,Brazil,22.82518768310547
1994,Tanzania_Kenya,19.51561737060547
1995,Central_America,27.779998779296875
1995,Venezuela_Colombia,13.558841705322266
1995,India_SriLanka,10.309296290079752
1995,Malaysia_Singapore_Thai,33.424163818359375
1995,Vietnam,38.946922302246094
1995,Phil,37.829444885253906
1995,Brazil,23.14385477701823
1995,Tanzania_Kenya,20.79460271199544
1996,Central_America,28.896937052408855
1996,Venezuela_Colombia,16.683333079020183
1996,India_SriLanka,14.884073893229166
1996,Malaysia_Singapore_Thai,29.44452158610026
1996,Vietnam,44.34717814127604
1996,Phil,33.33629608154297
1996,Brazil,24.24450429280599
1996,Tanzania_Kenya,18.396484375
1997,Central_America,21.910799662272137
1997,Venezuela_Colombia,10.58434804280599
1997,India_SriLanka,22.228408813476562
1997,Malaysia_Singapore_Thai,29.649762471516926
1997,Vietnam,26.096155802408855
1997,Phil,25.308517456054688
1997,Brazil,21.56218719482422
1997,Tanzania_Kenya,17.964637756347656
1998,Central_America,30.095733642578125
1998,Venezuela_Colombia,15.57623291015625
1998,India_SriLanka,16.302926381429035
1998,Malaysia_Singapore_Thai,31.345118204752605
1998,Vietnam,45.54922993977865
1998,Phil,39.711018880208336
1998,Brazil,14.095466613769531
1998,Tanzania_Kenya,19.181485493977863
1999,Central_America,22.304400126139324
1999,Venezuela_Colombia,20.986521402994793
1999,India_SriLanka,16.05914815266927
1999,Malaysia_Singapore_Thai,28.70654805501302
1999,Vietnam,59.361796061197914
1999,Phil,35.80231730143229
1999,Brazil,21.517013549804688
1999,Tanzania_Kenya,20.111231486002605
2000,Central_America,21.04053243001302
2000,Venezuela_Colombia,13.148695627848307
2000,India_SriLanka,11.839221954345703
2000,Malaysia_Singapore_Thai,29.708628336588543
2000,Vietnam,41.683074951171875
2000,Phil,42.22204081217448
2000,Brazil,24.489400227864582
2000,Tanzania_Kenya,13.888949076334635
2001,Central_America,25.194534301757812
2001,Venezuela_Colombia,15.099709828694662
2001,India_SriLanka,13.956000010172525
2001,Malaysia_Singapore_Thai,28.846786499023438
2001,Vietnam,32.7525634765625
2001,Phil,35.18185170491537
2001,Brazil,19.99072011311849
2001,Tanzania_Kenya,16.705870310465496
2002,Central_America,23.345998128255207
2002,Venezuela_Colombia,10.800434112548828
2002,India_SriLanka,16.372111002604168
2002,Malaysia_Singapore_Thai,29.25464375813802
2002,Vietnam,30.58538309733073
2002,Phil,26.760091145833332
2002,Brazil,18.882118225097656
2002,Tanzania_Kenya,19.635907491048176
2003,Central_America,37.5314687093099
2003,Venezuela_Colombia,14.412462870279947
2003,India_SriLanka,12.584704081217447
2003,Malaysia_Singapore_Thai,36.239819844563804
2003,Vietnam,30.249486287434895
2003,Phil,28.272315979003906
2003,Brazil,20.99664052327474
2003,Tanzania_Kenya,14.007428487141928
2004,Central_America,23.009600321451824
2004,Venezuela_Colombia,15.324635823567709
2004,India_SriLanka,14.376628875732422
2004,Malaysia_Singapore_Thai,28.4452387491862
2004,Vietnam,23.259742736816406
2004,Phil,26.39129638671875
2004,Brazil,17.073214213053387
2004,Tanzania_Kenya,14.812390645345053
2005,Central_America,27.639068603515625
2005,Venezuela_Colombia,19.38188298543294
2005,India_SriLanka,24.42455546061198
2005,Malaysia_Singapore_Thai,35.04571533203125
2005,Vietnam,44.45025634765625
2005,Phil,40.42879740397135
2005,Brazil,19.640159606933594
2005,Tanzania_Kenya,15.440071105957031
2006,Central_America,23.628799438476562
2006,Venezuela_Colombia,13.894638061523438
2006,India_SriLanka,19.440406799316406
2006,Malaysia_Singapore_Thai,28.64434305826823
2006,Vietnam,22.58153788248698
2006,Phil,31.593704223632812
2006,Brazil,26.059855143229168
2006,Tanzania_Kenya,19.045434315999348
2007,Central_America,26.428934733072918
2007,Venezuela_Colombia,14.907535552978516
2007,India_SriLanka,12.300852457682291
2007,Malaysia_Singapore_Thai,29.326192220052082
2007,Vietnam,53.11615498860677
2007,Phil,37.74500020345052
2007,Brazil,19.106402079264324
2007,Tanzania_Kenya,16.547536214192707
2008,Central_America,29.506398518880207
2008,Venezuela_Colombia,16.045218149820965
2008,India_SriLanka,17.401702880859375
2008,Malaysia_Singapore_Thai,37.32327524820963
2008,Vietnam,51.271026611328125
2008,Phil,38.068888346354164
2008,Brazil,25.169759114583332
2008,Tanzania_Kenya,16.73702875773112
2009,Central_America,25.03826649983724
2009,Venezuela_Colombia,10.477246602376303
2009,India_SriLanka,16.832295735677082
2009,Malaysia_Singapore_Thai,33.625712076822914
2009,Vietnam,27.86230723063151
2009,Phil,29.844998677571613
2009,Brazil,29.38910420735677
2009,Tanzania_Kenya,14.589022318522135
2010,Central_America,18.100001017252605
2010,Venezuela_Colombia,19.60376739501953
2010,India_SriLanka,19.90655517578125
2010,Malaysia_Singapore_Thai,31.131011962890625
2010,Vietnam,48.42820739746094
2010,Phil,36.90101623535156
2010,Brazil,16.730159759521484
2010,Tanzania_Kenya,17.019311269124348
2011,Central_America,22.986668904622395
2011,Venezuela_Colombia,18.444491068522137
2011,India_SriLanka,15.738704681396484
2011,Malaysia_Singapore_Thai,36.75696309407552
2011,Vietnam,47.415130615234375
2011,Phil,44.01898193359375
2011,Brazil,25.113001505533855
2011,Tanzania_Kenya,14.3465944925944
2012,Central_America,18.70159912109375
2012,Venezuela_Colombia,12.720724741617838
2012,India_SriLanka,15.967926025390625
2012,Malaysia_Singapore_Thai,32.69095357259115
2012,Vietnam,24.828720092773438
2012,Phil,30.834910074869793
2012,Brazil,14.409533182779947
2012,Tanzania_Kenya,15.326919555664062
