Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,region,location_word,lat,long
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,siddharth nagar,27.25797,83.01465
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,badaun,28.03811,79.12668
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,sitapur,27.56192,80.68265
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,firozabad,27.15092,78.39781
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,saharanpur,29.9679,77.54522
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,chitrakoot,25.20511,81.08962
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,etawah,26.77615,79.02133
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bul,20.58333,76.41667
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,shahr,29.71215,77.41728
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,kaushambi,25.53074,81.37729
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,pilibhit,28.63124,79.80436
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,muzaffarnagar,29.47091,77.70332
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,kushinagar,26.74028,83.88889
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,jhansi,25.45887,78.57994
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,lucknow,26.83928,80.92313
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bijnor,29.373,78.13636
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,mirzapur,25.1449,82.56534
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,uttar pradesh,26.46523,80.34975
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,patna,25.59408,85.13563
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,nal,22.78851,72.03271
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,a,28.65195,77.23149
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,gaya,24.69808,84.9869
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,buxar,25.57548,83.98043
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bhojpur,25.55629,84.66335
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,rohtas,24.90247,84.18217
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bhabua,25.04049,83.60749
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,siwan,26.22096,84.35609
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,nawada,24.8867,85.54364
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,munger,25.37459,86.47455
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,aurangabad,19.87757,75.34226
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,sheikhpura,25.13073,85.78176
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,lakhisarai,25.2,86.2
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,jamui,24.92606,86.22531
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bhagalpur,25.24446,86.97183
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,banka,24.89214,86.98425
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,saran,25.78031,84.74709
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,jehanabad,25.20701,84.99573
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,muzaffarpur,26.12259,85.39055
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,sitamarhi,26.59357,85.4906
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,begusarai,25.41853,86.13389
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,madhepura,25.8,87
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,kishanganj,26.10224,87.95534
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,katihar,25.53852,87.57044
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,vaishali,25.75,85.41667
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bihar,25.75,85.75
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bangalore urban,12.97194,77.59369
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bangalore rural,13.22567,77.57501
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,kolar,13.13768,78.12999
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,tumkur,13.34136,77.1022
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,chitradurga,14.22262,76.40038
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,davanagere,14.43,75.9
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,chamrajnagar,11.96,77.09
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,mysore,12.29791,76.63925
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,m,9.919,78.11953
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,ya,26.91962,75.78781
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bellary,15.14205,76.92398
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,koppal,15.34522,76.15478
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,raichur,16.16,76.91
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,gulbarga,17.33583,76.83757
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bidar,17.90802,77.51524
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,belgaum,15.85212,74.50447
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bagalkot,16.18673,75.69614
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bijapur,16.82442,75.71537
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,gadag,15.42977,75.62971
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,karnataka,12.97194,77.59369
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,n,28.63576,77.22445
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,ed,11.32768,77.72593
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,latur,18.39721,76.56784
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,aurangabad,19.87757,75.34226
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,jalna,19.84102,75.88636
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,bid,18.83333,75.75
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,parbhani,19.26855,76.77081
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,osmanabad,18.18158,76.03889
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,hingoli,19.71464,77.14238
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,ch,30.73629,76.7884
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,rapur,14.20216,79.53521
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,yavatmal,20.39324,78.13201
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,wardha,20.73933,78.59784
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,thane,19.19704,72.96355
2009-9323-IND,2009,9323,Natural,Climatological,Drought,Drought,NA,NA,Declar,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,NA,2009,7,NA,2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9158074104016,India_SriLanka,raigarh,21.89764,83.3966
