Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,region,location_word,lat,long
1997-0337-IND,1997,0337,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Sabarmati,1997,6,22,1997,6,28,111,NA,1000000,NA,1000000,NA,NA,153800,62.7858352045064,India_SriLanka,vadodra,20.82037,70.52262
1997-0337-IND,1997,0337,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Sabarmati,1997,6,22,1997,6,28,111,NA,1000000,NA,1000000,NA,NA,153800,62.7858352045064,India_SriLanka,banask,NA,NA
1997-0337-IND,1997,0337,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Sabarmati,1997,6,22,1997,6,28,111,NA,1000000,NA,1000000,NA,NA,153800,62.7858352045064,India_SriLanka,a,28.65195,77.23149
1997-0337-IND,1997,0337,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Sabarmati,1997,6,22,1997,6,28,111,NA,1000000,NA,1000000,NA,NA,153800,62.7858352045064,India_SriLanka,surender nagar,NA,NA
1997-0337-IND,1997,0337,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Sabarmati,1997,6,22,1997,6,28,111,NA,1000000,NA,1000000,NA,NA,153800,62.7858352045064,India_SriLanka,gujarat,23.02579,72.58727
1997-0357-IND,1997,0357,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Heavy rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1997,9,19,1997,9,24,25,NA,NA,NA,NA,NA,NA,NA,62.7858352045064,India_SriLanka,guntoor,NA,NA
1997-0357-IND,1997,0357,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Heavy rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1997,9,19,1997,9,24,25,NA,NA,NA,NA,NA,NA,NA,62.7858352045064,India_SriLanka,guntur,16.29974,80.45729
1997-0357-IND,1997,0357,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Heavy rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1997,9,19,1997,9,24,25,NA,NA,NA,NA,NA,NA,NA,62.7858352045064,India_SriLanka,prakasham,NA,NA
1997-0357-IND,1997,0357,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Heavy rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1997,9,19,1997,9,24,25,NA,NA,NA,NA,NA,NA,NA,62.7858352045064,India_SriLanka,andhra pradesh,15.83333,79.75
1997-0124-IND,1997,0124,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,6,9,1997,6,9,28,30,NA,NA,30,NA,NA,NA,62.7858352045064,India_SriLanka,gangtok,27.32574,88.61216
1997-0124-IND,1997,0124,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,6,9,1997,6,9,28,30,NA,NA,30,NA,NA,NA,62.7858352045064,India_SriLanka,level 1 = sikkim,NA,NA
1997-0165-IND,1997,0165,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,8,6,1997,8,6,23,NA,NA,2000,2000,NA,NA,NA,62.7858352045064,India_SriLanka,darjeeling hills level 1 = west bengal,NA,NA
1997-0226-IND,1997,0226,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1997,8,22,1997,8,22,25,NA,NA,NA,NA,NA,NA,NA,62.7858352045064,India_SriLanka,andhra pradesh,15.83333,79.75
1997-0504-IND,1997,0504,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1997,7,15,1997,9,11,48,NA,413,NA,413,NA,NA,NA,62.7858352045064,India_SriLanka,valsad,20.5,73.08333
1997-0504-IND,1997,0504,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1997,7,15,1997,9,11,48,NA,413,NA,413,NA,NA,NA,62.7858352045064,India_SriLanka,chikali,NA,NA
1997-0504-IND,1997,0504,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1997,7,15,1997,9,11,48,NA,413,NA,413,NA,NA,NA,62.7858352045064,India_SriLanka,g,22.56263,88.36304
1997-0504-IND,1997,0504,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1997,7,15,1997,9,11,48,NA,413,NA,413,NA,NA,NA,62.7858352045064,India_SriLanka,evi,NA,NA
1997-0504-IND,1997,0504,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1997,7,15,1997,9,11,48,NA,413,NA,413,NA,NA,NA,62.7858352045064,India_SriLanka,valsad,20.5,73.08333
1997-0504-IND,1997,0504,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1997,7,15,1997,9,11,48,NA,413,NA,413,NA,NA,NA,62.7858352045064,India_SriLanka,vyara,21.11079,73.39365
1997-0504-IND,1997,0504,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1997,7,15,1997,9,11,48,NA,413,NA,413,NA,NA,NA,62.7858352045064,India_SriLanka,mahuva taluks,NA,NA
1997-0504-IND,1997,0504,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1997,7,15,1997,9,11,48,NA,413,NA,413,NA,NA,NA,62.7858352045064,India_SriLanka,surat,21.19594,72.83023
1997-0509-IND,1997,0509,Natural,Biological,Epidemic,Viral disease,NA,Polio,Affect,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1997,12,10,1997,12,10,NA,NA,210,NA,210,NA,NA,NA,62.7858352045064,India_SriLanka,lucknow,26.83928,80.92313
1997-0509-IND,1997,0509,Natural,Biological,Epidemic,Viral disease,NA,Polio,Affect,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1997,12,10,1997,12,10,NA,NA,210,NA,210,NA,NA,NA,62.7858352045064,India_SriLanka,level 1 = uttar pradesh,NA,NA
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,andhra pradesh,15.83333,79.75
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,arunachal pradesh,27.06,93.37
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,assam,26,93
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,bihar,25.75,85.75
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,gujarat,23.02579,72.58727
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,himachal pradesh,31.91667,77.25
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,jammu,34.08565,74.80555
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,kashmir,34.08565,74.80555
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,karnataka,12.97194,77.59369
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,kerala,8.4855,76.94924
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,maharashtra,19.07283,72.88261
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,madyha pradesh,NA,NA
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,orissa,20.5,84.41667
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,punjab,31.62234,74.87534
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,rajasthan,26.58333,73.83333
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,sikkim,27.75,88.5
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,uttar pradesh,26.46523,80.34975
1997-0260-IND,1997,0260,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,21840,Km2,NA,NA,NA,NA,1997,9,NA,1997,9,NA,1442,NA,29259000,NA,29259000,NA,NA,NA,62.7858352045064,India_SriLanka,west bengal,22.56263,88.36304
1997-0348-IND,1997,0348,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1997,8,NA,1997,8,NA,244,NA,NA,NA,NA,NA,NA,NA,62.7858352045064,India_SriLanka,west,22.56263,88.36304
1997-0570-LKA,1997,0570,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,Sri Lanka,LKA,Southern Asia,Asia,Heavy rain,NA,NA,NA,No,No,NA,11300,Km2,NA,NA,NA,Kelani,1997,9,13,1997,9,19,10,NA,5000,NA,5000,NA,NA,420,62.7858352045064,India_SriLanka,dehiowita,6.93896,80.28099
1997-0570-LKA,1997,0570,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,Sri Lanka,LKA,Southern Asia,Asia,Heavy rain,NA,NA,NA,No,No,NA,11300,Km2,NA,NA,NA,Kelani,1997,9,13,1997,9,19,10,NA,5000,NA,5000,NA,NA,420,62.7858352045064,India_SriLanka,kegalle,7.2523,80.3436
1997-0570-LKA,1997,0570,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,Sri Lanka,LKA,Southern Asia,Asia,Heavy rain,NA,NA,NA,No,No,NA,11300,Km2,NA,NA,NA,Kelani,1997,9,13,1997,9,19,10,NA,5000,NA,5000,NA,NA,420,62.7858352045064,India_SriLanka,yatiyantota,6.9786,80.4252
1997-0570-LKA,1997,0570,Natural,Hydrological,Flood,Riverine flood,NA,NA,Kill,Sri Lanka,LKA,Southern Asia,Asia,Heavy rain,NA,NA,NA,No,No,NA,11300,Km2,NA,NA,NA,Kelani,1997,9,13,1997,9,19,10,NA,5000,NA,5000,NA,NA,420,62.7858352045064,India_SriLanka,avissawela,NA,NA
1997-0545-LKA,1997,0545,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1997,9,NA,1998,11,13,36,NA,1695,NA,1695,NA,NA,NA,62.7858352045064,India_SriLanka,colombo,6.93548,79.84868
1998-0106-IND,1998,0106,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,110,Kph,NA,NA,NA,NA,1998,3,24,1998,3,24,250,2500,38000,NA,40500,NA,NA,10000,63.7604552373995,India_SriLanka,tanton,NA,NA
1998-0106-IND,1998,0106,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,110,Kph,NA,NA,NA,NA,1998,3,24,1998,3,24,250,2500,38000,NA,40500,NA,NA,10000,63.7604552373995,India_SriLanka,jaleshwar,21.80176,87.2225
1998-0106-IND,1998,0106,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,110,Kph,NA,NA,NA,NA,1998,3,24,1998,3,24,250,2500,38000,NA,40500,NA,NA,10000,63.7604552373995,India_SriLanka,midnapore,22.33971,87.32501
1998-0106-IND,1998,0106,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,110,Kph,NA,NA,NA,NA,1998,3,24,1998,3,24,250,2500,38000,NA,40500,NA,NA,10000,63.7604552373995,India_SriLanka,west bengal,22.56263,88.36304
1998-0106-IND,1998,0106,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,110,Kph,NA,NA,NA,NA,1998,3,24,1998,3,24,250,2500,38000,NA,40500,NA,NA,10000,63.7604552373995,India_SriLanka,balasore,21.49266,86.93348
1998-0106-IND,1998,0106,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,NA,NA,NA,110,Kph,NA,NA,NA,NA,1998,3,24,1998,3,24,250,2500,38000,NA,40500,NA,NA,10000,63.7604552373995,India_SriLanka,orissa,20.5,84.41667
1998-0061-IND,1998,0061,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,5,1998,3,5,26,NA,NA,NA,NA,NA,NA,NA,63.7604552373995,India_SriLanka,himachal pradesh,31.91667,77.25
1998-0178-IND,1998,0178,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,1998,6,3,1998,6,3,48,150,NA,NA,150,NA,NA,NA,63.7604552373995,India_SriLanka,assam,26,93
1998-0253-IND,1998,0253,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,8,17,1998,8,17,239,NA,200000,NA,200000,NA,NA,NA,63.7604552373995,India_SriLanka,malpa village,NA,NA
1998-0253-IND,1998,0253,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,8,17,1998,8,17,239,NA,200000,NA,200000,NA,NA,NA,63.7604552373995,India_SriLanka,pithoragrah,NA,NA
1998-0253-IND,1998,0253,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,8,17,1998,8,17,239,NA,200000,NA,200000,NA,NA,NA,63.7604552373995,India_SriLanka,uttar pradesh,26.46523,80.34975
1998-0262-IND,1998,0262,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,8,19,1998,8,19,37,NA,NA,NA,NA,NA,NA,NA,63.7604552373995,India_SriLanka,mansuna village,NA,NA
1998-0262-IND,1998,0262,Natural,Hydrological,Landslide,Landslide,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,8,19,1998,8,19,37,NA,NA,NA,NA,NA,NA,NA,63.7604552373995,India_SriLanka,uttar pradesh,26.46523,80.34975
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,kutch,23.58333,70
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,porb,NA,NA
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,ar,27.08694,93.60987
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,jamnagar,22.47292,70.06673
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,junagadh,21.51966,70.45981
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,amreli,21.59983,71.21169
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,bhavnagar,21.76287,72.15331
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,banaskhanta,NA,NA
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,surat,21.19594,72.83023
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,bharuch,21.69482,72.9805
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,rajkot,22.29161,70.79322
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,valsad,20.5,73.08333
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,nasvari,NA,NA
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,gujarat,23.02579,72.58727
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,barmer,25.75,71.5
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,jallore,NA,NA
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,rajasthan,26.58333,73.83333
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,ratnagiri,16.99154,73.31022
1998-0183-IND,1998,0183,Natural,Meteorological,Storm,Tropical cyclone,NA,03A,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,Yes,No,No,98,145,Kph,NA,NA,NA,NA,1998,6,9,1998,6,11,2871,893,4600000,NA,4600893,NA,217000,469000,63.7604552373995,India_SriLanka,maharasthra,NA,NA
1998-0313-IND,1998,0313,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1998,10,18,1998,10,18,250,NA,NA,NA,NA,NA,NA,NA,63.7604552373995,India_SriLanka,bombay,19.07283,72.88261
