region,Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,location_word,lat,long
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016,bicol ,13.31389,123.56389
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016,,14.6042,120.9822
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016, zamboanga  ,7.89603,123.13477
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016,zamboanga del sur ,6.92242,122.06042
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016,  ix ,7.89603,123.13477
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016,zamboanga peninsula,7.89603,123.13477
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016,,14.6042,120.9822
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016, kalamasig area ,NA,NA
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016,sultan kudarat ,6.55,124.28333
Phil,2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,NA,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,NA,Flood,NA,Yes,NA,NA,95446,NA,Kph,NA,NA,NA,NA,2009,9,24,2009,9,27,501,529,4901234,NA,4901763,NA,NA,237489,83.9158074104016,  xii ,7.16083,124.475
